Electronic Nose Data Export
Sample Name,Final-percobaan1-sedapmalam
Sample Type,Bunga Sedap Malam
Export Date,2025-12-11T06:08:57.776103
Mode,Auto FSM
Number of Points,1329

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
76.500,0.80,0.79,0.16,0.03,2.57,1.69,0.73
76.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
77.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
77.250,0.80,0.79,0.17,0.03,2.59,1.71,0.74
77.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
77.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
78.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
78.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
78.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
78.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
79.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
79.250,0.80,0.79,0.17,0.03,2.56,1.68,0.73
79.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
79.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
80.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
80.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
80.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
80.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
81.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
81.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
81.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
81.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
82.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
82.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
82.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
82.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
83.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
83.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
83.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
83.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
84.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
84.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
84.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
84.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
85.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
85.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
85.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
85.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
86.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
86.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
86.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
86.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
87.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
87.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
87.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
87.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
88.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
88.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
